Month	OP_UNIQUE_CARRIER	ARR_DELAY	CARRIER_DELAY	WEATHER_DELAY	NAS_DELAY	LATE_AIRCRAFT_DELAY
4	DL	-2				
3	9E	5				
12	AA	-31				
5	AS	-3				
9	NK	4				
8	WN	12				
4	B6	-59				
6	DL	-4				
5	OO	-3				
8	DL	45	0	0	45	0
10	AS	26	3	0	4	19
9	WN	-1				
10	WN	-12				
12	B6	15	15	0	0	0
11	WN	2				
4	MQ	24	0	0	24	0
7	DL	85	2	0	38	45
1	WN	19	0	0	5	14
7	WN	-27				
12	UA	71	0	0	71	0
4	OO	43	43	0	0	0
10	WN	-1				
3	WN	-11				
11	UA	-15				
8	UA	103	0	0	103	0
4	UA	-28				
11	WN	42	1	0	6	35
11	WN	7				
1	WN	-14				
11	AA	7				
12	WN	9				
3	WN	-12				
9	WN	-12				
8	YX	53	0	0	0	53
7	UA	11				
1	WN	-7				
6	DL	-11				
8	B6	4				
3	UA	17	14	0	0	3
7	NK	-8				
8	NK	9				
10	9E	-11				
11	UA	36	36	0	0	0
7	WN	-11				
7	AS	4				
4	WN	-16				
6	AA	2				
8	AS	52	0	0	52	0
3	AA	5				
12	UA	-2				
11	DL	-36				
2	AA	-15				
11	UA	-12				
12	WN	-4				
5	DL	10				
7	NK	78	0	72	6	0
7	UA	-10				
2	WN	-14				
7	MQ	-17				
10	WN	69	44	0	0	25
9	UA	-16				
1	DL	-12				
12	OO	-4				
2	WN	-11				
11	UA	15	13	0	2	0
1	UA	-13				
8	YX	-30				
10	DL	-10				
5	DL	-29				
1	HA	33	9	0	0	24
6	WN	-2				
11	AS	-40				
8	WN	-8				
9	UA	-2				
3	DL	7				
9	WN	-9				
5	UA	4				
5	OO	-27				
4	YX	-32				
5	AA	65	5	0	0	60
7	YX	-10				
3	AA	10				
1	WN	55	18	0	0	37
8	UA	135	5	0	2	128
8	DL	-13				
6	AA	-6				
7	WN	-6				
9	NK	-23				
10	OO	-29				
2	F9	100	0	0	0	100
3	WN	-11				
7	B6	210	210	0	0	0
12	YX	-5				
12	F9	-1				
11	UA	-14				
9	WN	-22				
3	UA	-13				
7	DL	124	124	0	0	0
4	DL	-2				
7	AA	48	0	48	0	0
7	MQ	-20				
3	WN	54	45	0	0	9
2	AA	-15				
6	OO	-18				
6	AA	63	1	0	0	62
12	9E	25	0	0	25	0
1	OO	267	0	0	0	267
11	UA	-13				
7	OH	17	0	0	17	0
3	OH	-7				
10	G4	-23				
10	G4	-5				
10	WN	41	14	0	26	1
3	DL	7				
11	WN	-15				
12	WN	-12				
6	DL	-29				
8	NK	-13				
9	YX	-27				
11	YX	-4				
12	AA	-11				
8	OO	68	0	0	0	68
7	DL	71	18	0	0	53
11	DL	-3				
11	AA	25	12	0	13	0
4	OO	-17				
11	G4	-17				
8	DL	76	0	0	0	76
6	HA	-5				
7	NK	0				
3	NK	30	0	0	30	0
2	WN	-20				
9	WN	-13				
9	DL	-16				
3	WN	-16				
7	B6	-8				
9	OO	16	16	0	0	0
2	WN	-19				
10	DL	20	17	0	3	0
10	AS	-12				
10	HA	35	0	0	0	35
5	OO	-9				
10	UA	-2				
1	YX	67	60	0	7	0
8	WN	19	1	0	0	18
11	9E	-34				
1	YX	-19				
6	UA	-9				
10	AS	-4				
9	B6	-12				
12	AS	0				
8	NK	-4				
6	WN	11				
12	DL	-21				
10	WN	-21				
1	UA	-17				
11	AA	-10				
4	UA	-22				
12	OH	-19				
1	UA	-11				
8	WN	30	17	0	0	13
5	9E	-21				
3	WN	138	0	0	137	1
1	UA	6				
5	WN	8				
10	OO	-2				
7	YX	30	28	0	0	2
10	MQ	-21				
7	WN	221	82	0	0	139
4	NK	-15				
8	DL	18	18	0	0	0
12	OO	122	0	0	122	0
5	UA	9				
7	AA	-2				
4	AA	73	0	44	29	0
4	OO	-12				
3	OH	107	21	0	0	86
12	DL	-8				
3	MQ	-3				
4	DL	2				
8	WN	-9				
3	G4	-17				
4	OO	17	17	0	0	0
5	OO	6				
3	WN	-16				
1	DL	-12				
6	DL	-10				
11	AA	-13				
10	AA	-3				
10	DL	-15				
11	AS	-14				
9	DL	-23				
1	NK	11				
7	UA	-1				
10	NK	-22				
11	DL	-32				
9	WN	8				
10	OO	23	23	0	0	0
11	WN	-11				
12	WN	27	8	0	4	15
3	OO	-9				
4	UA	-29				
6	OO	80	80	0	0	0
3	9E	37	0	0	37	0
6	AA	-10				
12	WN	20	0	0	20	0
10	AA	-4				
7	UA	4				
10	UA	-12				
4	OH	-12				
6	DL	29	9	0	20	0
7	NK	0				
3	AS	3				
5	WN	-20				
3	WN	-13				
11	AA	-8				
2	OH	-21				
5	NK	6				
4	YX	58	0	0	0	58
10	DL	-5				
8	WN	-16				
5	DL	13				
8	OH	-20				
5	WN	-15				
10	MQ	-22				
9	WN	17	0	0	5	12
12	MQ	-21				
4	F9	77	48	0	0	29
8	UA	134	16	0	0	118
4	WN	19	0	0	19	0
6	9E	-5				
12	WN	-11				
8	WN	-12				
9	AS	124	0	0	124	0
7	DL	-10				
8	YX	26	0	0	26	0
1	WN	-2				
7	AS	-17				
8	WN	5				
6	WN	6				
5	DL	-7				
6	AA	-14				
12	DL	-15				
3	OH	22	0	0	22	0
10	DL	0				
11	WN	-10				
1	WN	18	1	0	0	17
4	AA	-46				
1	AS	38	0	0	38	0
5	F9	40	4	0	0	36
10	AA	-10				
8	UA	-22				
12	WN	8				
6	WN	11				
5	WN	-3				
6	DL	-8				
4	OO	5				
1	B6	-36				
8	G4	-3				
3	WN	7				
12	DL	-2				
3	YX	-20				
10	MQ	10				
4	AA	55	49	0	0	6
10	DL	-10				
2	DL	-20				
6	DL	48	48	0	0	0
8	WN	-6				
5	AA	-21				
9	OO	-17				
2	OO	135	0	0	0	135
3	UA	-15				
4	AA	-13				
9	OO	1				
11	G4	-29				
8	AA	-16				
9	F9	8				
7	AS	-11				
2	DL	95	95	0	0	0
5	OO	-19				
8	AA	-28				
7	UA	-2				
5	YX	-17				
2	AA	-28				
11	AS	6				
6	WN	-3				
2	NK	3				
6	F9	94	22	0	5	67
12	OH	-8				
12	WN	-10				
7	WN	-12				
3	WN	3				
2	DL	-15				
8	AA	-10				
3	WN	-5				
7	DL	0				
11	UA	-27				
4	WN	-2				
12	UA	-14				
7	OO	10				
3	AA	24	0	0	1	23
3	WN	15	0	0	3	12
4	WN	-16				
9	WN	-5				
8	WN	-3				
6	WN	27	6	0	0	21
6	G4	-8				
6	AS	-16				
10	UA	118	5	0	42	71
12	YX	-33				
6	WN	106	0	42	13	51
5	UA	207	0	0	0	207
1	B6	-24				
2	DL	0				
5	DL	-9				
1	WN	14				
4	WN	-8				
8	WN	-7				
10	MQ	-14				
7	B6	-5				
6	F9	81	6	0	0	75
6	YX	-11				
3	DL	29	0	0	29	0
3	NK	407	9	0	398	0
7	UA	-16				
7	WN	23	23	0	0	0
12	OO	-10				
6	WN	146	10	0	0	136
5	DL	-14				
3	DL	-8				
12	OO	-7				
7	AA	29	1	0	28	0
12	OO	-33				
5	AA	-13				
3	G4	2				
12	MQ	4				
7	G4	68	0	62	6	0
9	DL	18	14	0	4	0
8	AA	7				
1	B6	80	34	0	4	42
7	WN	51	0	0	5	46
3	AA	7				
9	OO	-8				
3	NK	3				
7	DL	2				
6	AA	14				
4	DL	4				
8	AS	1				
11	9E	-24				
1	UA	-26				
2	DL	-2				
12	WN	332	27	0	0	305
8	AA	-25				
8	WN	-7				
3	WN	52	38	0	0	14
10	OO	-4				
7	YX	18	18	0	0	0
10	UA	-5				
1	WN	-20				
2	AA	-7				
7	B6	-25				
2	AA	-20				
12	B6	-4				
10	AA	-18				
9	DL	-12				
1	NK	-5				
9	DL	-21				
9	WN	3				
5	OO	-21				
3	NK	2				
11	WN	27	21	0	0	6
9	DL	-9				
5	WN	13				
5	WN	-21				
6	WN	25	0	0	7	18
4	DL	-4				
6	DL	-10				
11	DL	15	15	0	0	0
10	WN	1				
11	DL	-11				
2	WN	112	92	0	0	20
10	DL	-11				
1	UA	-11				
4	F9	-23				
1	WN	-3				
3	AA	-16				
10	WN	7				
6	WN	-3				
5	WN	-3				
8	WN	-9				
9	WN	-1				
1	OH	3				
1	UA	-5				
10	MQ	6				
11	AA	-10				
8	9E	-14				
1	UA	6				
11	WN	5				
6	YX	-25				
5	WN	8				
8	AS	35	0	0	35	0
6	WN	-8				
9	OO	-17				
1	UA	-23				
12	WN	-9				
12	AA	-10				
12	YX	-19				
10	F9	-17				
4	B6	4				
12	YX	-17				
1	AS	5				
8	NK	-5				
1	OO	120	0	0	0	120
2	B6	-35				
2	UA	9				
2	UA	-6				
8	DL	36	36	0	0	0
7	AA	2				
12	AA	85	13	0	2	70
2	DL	6				
8	UA	8				
7	WN	16	16	0	0	0
6	WN	12				
1	DL	-35				
7	YX	-2				
8	DL	-17				
6	DL	24	24	0	0	0
8	OO	-11				
7	UA	33	15	0	18	0
5	MQ	-22				
6	DL	-1				
10	OO	26	26	0	0	0
4	AA	0				
11	OO	-16				
8	B6	195	167	0	0	28
11	UA	-8				
8	DL	-2				
10	OO	-1				
9	WN	-18				
9	B6	-34				
5	DL	-17				
4	OO	-27				
11	OO	15	0	0	11	4
5	OO	-37				
10	UA	3				
2	OO	-21				
3	DL	-28				
4	WN	2				
10	AA	0				
1	WN	23	0	0	23	0
3	AA	-14				
4	AS	30	30	0	0	0
3	DL	111	0	0	0	111
4	OO	-15				
5	AA	-16				
12	DL	-15				
4	DL	-41				
3	OH	37	22	0	5	10
7	DL	-11				
2	AS	-42				
6	WN	70	27	0	0	43
2	YX	-17				
10	DL	-12				
9	AS	0				
11	OO	-9				
6	WN	-13				
9	OO	50	0	0	0	50
12	OO	6				
12	WN	-12				
4	YX	-16				
12	HA	-6				
3	WN	-1				
6	OO	2				
7	DL	5				
2	OO	-21				
2	UA	2				
9	UA	-17				
2	WN	-17				
11	AA	32	17	0	0	15
11	AA	12				
12	MQ	-33				
12	UA	-14				
6	OH	-19				
11	MQ	-3				
8	WN	-4				
11	AA	20	2	0	2	16
1	OO	76	0	0	76	0
3	DL	20	2	0	0	18
1	WN	-7				
9	DL	-14				
6	WN	69	0	0	69	0
12	DL	-17				
1	9E	-9				
4	B6	-25				
9	AS	-16				
9	AA	1				
4	UA	15	0	0	15	0
4	UA	-26				
2	DL	-4				
8	WN	-11				
7	OH	66	0	0	13	53
12	YX	-16				
8	UA	-12				
11	WN	-14				
10	WN	-14				
9	OH	-4				
1	WN	-1				
8	DL	-11				
8	WN	-25				
8	AA	-29				
12	OO	-19				
3	DL	6				
4	OH	57	0	56	1	0
2	B6	-12				
12	B6	-10				
2	WN	-22				
3	B6	-13				
8	DL	-18				
10	YX	6				
12	AA	13				
1	MQ	-42				
2	B6	-11				
7	YX	4				
7	WN	-7				
5	UA	31	31	0	0	0
9	UA	-15				
4	WN	-13				
11	WN	-17				
10	AA	-27				
2	OH	7				
8	OO	-19				
3	WN	-15				
12	DL	-21				
10	WN	-8				
9	OO	-27				
7	UA	-5				
9	OH	-6				
12	NK	-18				
11	WN	-28				
9	OO	0				
7	DL	16	0	16	0	0
4	WN	2				
1	YX	-4				
10	WN	-4				
7	DL	-5				
7	DL	-5				
10	DL	-16				
5	NK	2				
8	9E	-47				
5	DL	142	142	0	0	0
7	DL	-15				
5	DL	-20				
2	DL	32	10	0	4	18
7	HA	6				
5	AA	13				
1	MQ	-3				
8	NK	0				
11	OO	-11				
4	MQ	-32				
7	WN	-5				
8	OO	-30				
11	WN	5				
6	UA	20	0	0	20	0
12	AA	-1				
6	OO	-7				
12	OO	-2				
4	YX	-23				
11	WN	-2				
6	AA	3				
4	DL	-1				
8	OO	-6				
4	AA	4				
9	WN	4				
10	WN	-24				
12	UA	-15				
2	F9	-4				
10	UA	0				
2	WN	-15				
4	NK	-8				
5	DL	32	0	0	1	31
1	NK	207	207	0	0	0
10	B6	-20				
8	AA	-28				
1	AS	-2				
6	DL	5				
10	WN	-6				
5	WN	-3				
1	B6	-25				
7	DL	-3				
11	AA	-6				
7	AS	-21				
4	WN	10				
3	OO	2				
2	WN	-24				
8	9E	1				
2	OH	-3				
8	F9	6				
1	HA	-6				
7	AA	-17				
3	WN	32	29	0	3	0
7	OO	-30				
9	WN	18	0	0	18	0
2	AA	-12				
8	UA	-9				
11	UA	-6				
9	AA	-20				
2	WN	-4				
3	9E	4				
2	OO	-8				
5	DL	-12				
7	WN	166	9	0	6	151
2	UA	26	7	0	19	0
11	AA	-14				
5	WN	-10				
6	AS	-7				
11	AA	-2				
2	NK	-4				
4	OH	16	2	0	14	0
7	WN	49	49	0	0	0
4	OO	-12				
4	UA	3				
10	DL	-14				
7	OO	-25				
9	MQ	-19				
12	WN	-5				
2	DL	8				
4	UA	-20				
8	OO	-3				
9	OO	11				
6	AA	79	79	0	0	0
12	UA	20	0	0	20	0
8	F9	60	0	58	2	0
2	OO	2				
1	UA	-25				
9	WN	-2				
4	AS	339	339	0	0	0
4	DL	-4				
8	WN	-11				
7	OO	-6				
9	B6	-22				
12	NK	29	29	0	0	0
7	UA	-8				
4	DL	13				
2	WN	-2				
2	UA	-4				
10	DL	-17				
3	DL	-4				
7	OH	-18				
5	UA	20	20	0	0	0
7	YX	-15				
11	B6	-12				
6	WN	23	5	0	0	18
2	AA	-20				
6	AA	-6				
7	DL	27	0	0	0	27
7	HA	13				
11	UA	-11				
2	WN	-30				
11	9E	3				
4	WN	-3				
9	WN	-4				
11	YX	-19				
3	WN	-20				
9	WN	15	0	0	0	15
2	WN	-8				
5	G4	23	0	0	0	23
8	UA	7				
3	UA	26	0	0	0	26
9	WN	-14				
10	DL	0				
6	WN	-1				
2	WN	21	15	0	6	0
3	OO	-5				
1	AA	34	7	0	27	0
11	AA	-1				
2	UA	46	36	0	10	0
5	UA	9				
5	UA	-12				
7	WN	107	12	0	0	95
8	OO	2				
12	AA	-32				
12	YX	-22				
5	OO	35	35	0	0	0
9	OO	-18				
6	DL	73	73	0	0	0
9	F9	1				
1	WN	-26				
7	B6	154	79	0	11	64
6	9E	-2				
9	WN	-2				
3	UA	21	13	0	0	8
7	G4	-13				
8	WN	63	0	0	0	63
12	OO	27	27	0	0	0
3	MQ	0				
12	WN	-25				
12	DL	-5				
4	AS	-6				
11	WN	-27				
7	UA	87	0	0	0	87
7	AA	49	49	0	0	0
3	WN	16	0	0	16	0
3	DL	-11				
9	AA	18	18	0	0	0
5	WN	11				
1	YX	-24				
2	DL	-5				
7	YX	13				
11	WN	-19				
11	AA	7				
3	WN	20	3	0	0	17
5	UA	110	41	0	0	69
12	AA	-3				
4	B6	-5				
8	WN	27	7	0	10	10
8	WN	45	18	0	0	27
9	UA	17	17	0	0	0
7	WN	-7				
2	DL	-17				
5	WN	-22				
6	DL	-5				
12	UA	-40				
3	9E	12				
7	DL	-13				
10	WN	14				
10	OO	42	0	42	0	0
7	UA	7				
8	AA	2				
3	MQ	11				
9	AA	-9				
7	OO	0				
11	WN	-1				
1	OH	-3				
6	AA	-19				
5	DL	47	0	0	0	47
5	AA	6				
1	DL	74	74	0	0	0
4	OH	11				
2	NK	-9				
1	WN	-27				
7	AA	217	23	0	0	194
9	DL	-20				
10	UA	-11				
6	AA	-1				
10	DL	-20				
10	DL	-14				
3	WN	19	0	0	0	19
2	AA	1				
6	DL	-15				
9	AA	-14				
3	AA	-3				
6	WN	29	7	0	0	22
3	NK	18	0	0	18	0
7	AA	55	0	0	55	0
8	WN	6				
8	DL	1				
2	OO	-33				
5	WN	5				
12	WN	4				
8	OO	2				
12	UA	-5				
10	YX	-21				
11	WN	-18				
11	DL	-25				
5	AA	-14				
5	MQ	-13				
12	OO	65	0	0	0	65
9	WN	62	0	0	0	62
10	AS	-20				
4	WN	-2				
10	AA	8				
8	AS	62	62	0	0	0
4	WN	-15				
5	YX	-17				
6	DL	1				
8	WN	-9				
8	OO	-15				
12	OH	-13				
1	B6	65	63	0	2	0
8	AA	-29				
6	DL	-34				
1	WN	10				
2	UA	-14				
7	YX	22	0	0	22	0
2	WN	9				
7	DL	-27				
8	UA	-21				
3	WN	17	0	0	17	0
7	OO	51	0	0	51	0
3	OH	-4				
9	NK	5				
2	AA	-13				
7	WN	8				
2	AA	-4				
3	B6	-22				
4	UA	-11				
11	YX	-11				
2	WN	76	0	0	2	74
8	AA	-15				
9	AA	-17				
6	OH	10				
7	UA	-14				
4	AA	-2				
9	WN	-12				
1	WN	5				
3	MQ	-9				
7	OO	24	0	0	24	0
5	UA	-2				
2	OO	22	22	0	0	0
5	DL	20	15	0	5	0
7	OO	-9				
11	AA	-6				
3	WN	-24				
9	OO	-13				
7	DL	-18				
11	OO	-21				
8	UA	295	89	0	0	206
3	UA	-2				
11	HA	-10				
11	AA	0				
4	UA	-16				
10	DL	-8				
9	F9	30	25	0	5	0
2	9E	-19				
6	AA	-9				
7	UA	14				
9	YX	-20				
10	UA	-13				
12	AS	17	0	0	17	0
9	UA	6				
12	DL	1				
4	UA	16	4	0	0	12
6	DL	-9				
10	OH	-14				
12	AA	-12				
1	OO	-15				
1	UA	29	29	0	0	0
12	UA	-14				
8	AA	6				
2	WN	-6				
6	YX	44	23	0	21	0
1	DL	-9				
3	B6	-5				
3	YX	-5				
4	OH	44	0	0	0	44
1	DL	-19				
9	WN	46	2	0	0	44
11	AS	-17				
7	WN	24	20	0	4	0
5	WN	29	1	0	0	28
11	DL	-15				
12	AA	11				
1	OO	1				
12	WN	-15				
6	WN	-13				
2	AA	-15				
7	WN	-7				
2	WN	5				
7	UA	37	23	0	14	0
9	AA	-1				
4	AA	42	26	0	0	16
10	WN	33	17	0	0	16
5	B6	15	14	0	1	0
6	YX	21	0	0	21	0
12	WN	10				
6	WN	157	11	0	1	145
1	B6	23	0	0	23	0
3	WN	25	0	0	0	25
11	B6	-25				
6	B6	28	23	0	5	0
1	WN	15	15	0	0	0
2	DL	-14				
7	AA	11				
6	OH	5				
7	WN	132	116	0	0	16
4	G4	19	0	0	19	0
8	UA	-6				
6	OO	-8				
7	AS	-10				
8	DL	-31				
4	OO	-5				
11	OO	8				
2	OO	49	49	0	0	0
10	WN	-12				
9	OO	-20				
9	WN	-6				
2	F9	5				
12	WN	-5				
8	MQ	-3				
11	B6	-1				
7	WN	11				
7	UA	-2				
9	AS	-5				
1	OH	-19				
4	WN	-11				
3	AA	-9				
9	DL	-24				
